Index	Uniprot_ID	Protein_names	Length	Organism_ID	Gene_name	Subcellular_location	GO(CC)	Tissue_specificity	GeneID	PDB	Degree	mean_score_top_10_pred
162	Q02750	Dual specificity mitogen-activated protein kinase kinase 1 (MAP kinase kinase 1) (MAPKK 1) (MKK1) (EC 2.7.12.2) (ERK activator kinase 1) (MAPK/ERK kinase 1) (MEK 1)	393	9606	MAP2K1	Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:14737111}. Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body {ECO:0000269|PubMed:14737111}. Cytoplasm {ECO:0000269|PubMed:10409742, ECO:0000269|PubMed:17101779}. Nucleus {ECO:0000269|PubMed:17101779}. Membrane {ECO:0000269|PubMed:10409742}; Peripheral membrane protein {ECO:0000269|PubMed:10409742}. Note=Localizes at centrosomes during prometaphase, midzone during anaphase and midbody during telophase/cytokinesis (PubMed:14737111). Membrane localization is probably regulated by its interaction with KSR1 (PubMed:10409742). {ECO:0000269|PubMed:10409742, ECO:0000269|PubMed:14737111}.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome [GO:0005769]; endoplasmic reticulum [GO:0005783]; focal adhesion [GO:0005925]; Golgi apparatus [GO:0005794]; late endosome [GO:0005770]; microtubule organizing center [GO:0005815]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; plasma membrane [GO:0005886]	Widely expressed, with extremely low levels in brain. {ECO:0000269|PubMed:1281467}.	5604;	1S9J;2P55;3DV3;3DY7;3E8N;3EQB;3EQC;3EQD;3EQF;3EQG;3EQH;3EQI;3MBL;3ORN;3OS3;3PP1;3SLS;3V01;3V04;3VVH;3W8Q;3WIG;3ZLS;3ZLW;3ZLX;3ZLY;3ZM4;4AN2;4AN3;4AN9;4ANB;4ARK;4LMN;4MNE;4U7Z;4U80;4U81;5BX0;5EYM;5HZE;5YT3;6NYB;6PP9;6Q0J;6Q0T;6U2G;	23	0.9197538673877717
163	Q07954	Prolow-density lipoprotein receptor-related protein 1 (LRP-1) (Alpha-2-macroglobulin receptor) (A2MR) (Apolipoprotein E receptor) (APOER) (CD antigen CD91) [Cleaved into: Low-density lipoprotein receptor-related protein 1 85 kDa subunit (LRP-85); Low-density lipoprotein receptor-related protein 1 515 kDa subunit (LRP-515); Low-density lipoprotein receptor-related protein 1 intracellular domain (LRPICD)]	4544	9606	LRP1	[Low-density lipoprotein receptor-related protein 1 85 kDa subunit]: Cell membrane; Single-pass type I membrane protein. Membrane, coated pit.; [Low-density lipoprotein receptor-related protein 1 515 kDa subunit]: Cell membrane; Peripheral membrane protein; Extracellular side. Membrane, coated pit.; [Low-density lipoprotein receptor-related protein 1 intracellular domain]: Cytoplasm. Nucleus. Note=After cleavage, the intracellular domain (LRPICD) is detected both in the cytoplasm and in the nucleus.; Postsynaptic Golgi apparatus {ECO:0000250|UniProtKB:G3V928}. Cytoplasm, cytoskeleton, microtubule organizing center {ECO:0000250|UniProtKB:G3V928}. Note=Localizes to the postsynaptic Golgi apparatus region, also named Golgi outpost, which shapes dendrite morphology by functioning as sites of acentrosomal microtubule nucleation. {ECO:0000250|UniProtKB:G3V928}.	apical part of cell [GO:0045177]; axonal growth cone [GO:0044295]; basolateral plasma membrane [GO:0016323]; cell [GO:0005623]; clathrin-coated pit [GO:0005905]; clathrin-coated vesicle [GO:0030136]; cytoskeleton [GO:0005856]; dendrite [GO:0030425]; early endosome [GO:0005769]; endocytic vesicle membrane [GO:0030666]; focal adhesion [GO:0005925]; insulin-responsive compartment [GO:0032593]; integral component of plasma membrane [GO:0005887]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; plasma membrane protein complex [GO:0098797]; postsynaptic Golgi apparatus [GO:0150051]; receptor complex [GO:0043235]	Most abundant in liver, brain and lung.	4035;	1CR8;1D2L;1J8E;2FYJ;2FYL;2KNX;2KNY;	29	0.8921094357967376
164	P16157	Ankyrin-1 (ANK-1) (Ankyrin-R) (Erythrocyte ankyrin)	1881	9606	ANK1	[Isoform Er1]: Cytoplasm, cytoskeleton. Note=Probably the other erythrocyte (Er) isoforms, are located near the surface of erythrocytic plasma membrane.; [Isoform Mu17]: Membrane. Cytoplasm, myofibril, sarcomere, M line. Note=Colocalizes with OBSCN isoform 3/obscurin at the M line in differentiated skeletal muscle cells.; [Isoform Mu18]: Sarcoplasmic reticulum {ECO:0000305}.; [Isoform Mu19]: Sarcoplasmic reticulum {ECO:0000305}.; [Isoform Mu20]: Sarcoplasmic reticulum {ECO:0000305}.	axolemma [GO:0030673]; axon initial segment [GO:0043194]; basolateral plasma membrane [GO:0016323]; cytoplasmic side of plasma membrane [GO:0009898]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; M band [GO:0031430]; membrane [GO:0016020]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; sarcolemma [GO:0042383]; sarcoplasmic reticulum [GO:0016529]; spectrin-associated cytoskeleton [GO:0014731]; Z disc [GO:0030018]	Isoform Mu17, isoform Mu18, isoform Mu19 and isoform Mu20 are expressed in skeletal muscle. Isoform Br21 is expressed in brain. {ECO:0000269|PubMed:9430667}.	286;	1N11;2YQF;2YVI;3F59;3KBT;3KBU;3UD1;3UD2;	3	0.7904658913612366
165	P54646	5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31)	552	9606	PRKAA2	Cytoplasm {ECO:0000250}. Nucleus {ECO:0000269|PubMed:15866171}. Note=In response to stress, recruited by p53/TP53 to specific promoters.	axon [GO:0030424]; cell [GO:0005623]; cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; dendrite [GO:0030425]; Golgi apparatus [GO:0005794]; neuronal cell body [GO:0043025]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]		5563;	2H6D;2LTU;2YZA;3AQV;4CFE;4CFF;4ZHX;5EZV;5ISO;6B1U;6B2E;6BX6;	12	0.8728847622871398
166	Q9HAB3	Solute carrier family 52, riboflavin transporter, member 2 (Porcine endogenous retrovirus A receptor 1) (PERV-A receptor 1) (Protein GPR172A) (Riboflavin transporter 3) (hRFT3)	445	9606	SLC52A2	Cell membrane {ECO:0000269|PubMed:17197387, ECO:0000269|PubMed:20463145, ECO:0000269|PubMed:24253200, ECO:0000269|PubMed:27702554}; Multi-pass membrane protein {ECO:0000255}.	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]	Highly expressed in brain, fetal brain and salivary gland. Weakly expressed in other tissues. {ECO:0000269|PubMed:12740431, ECO:0000269|PubMed:20463145}.	79581;	NA;	2	0.6098366916179657
167	Q9BT76	Uroplakin-3b (UP3b) (Uroplakin IIIb) (UPIIIb) (p35)	320	9606	UPK3B	Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Note=Heterodimer formation with UPK1B is a prerequisite to exit out of the endoplasmic reticulum (ER). {ECO:0000269|PubMed:12446744}.	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]		105375355;	NA;	1	0.5808032810688019
168	Q9BZR6	Reticulon-4 receptor (Nogo receptor) (NgR) (Nogo-66 receptor)	473	9606	RTN4R	Cell membrane {ECO:0000269|PubMed:12426574, ECO:0000269|PubMed:12694398, ECO:0000269|PubMed:12839991, ECO:0000269|PubMed:16712417, ECO:0000269|PubMed:18411262}; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:12694398}. Membrane raft {ECO:0000269|PubMed:12694398}. Cell projection, dendrite {ECO:0000250|UniProtKB:Q99PI8}. Cell projection, axon {ECO:0000250|UniProtKB:Q99PI8}. Perikaryon {ECO:0000250|UniProtKB:Q99M75}. Note=Detected along dendrites and axons, close to synapses, but clearly excluded from synapses. {ECO:0000250|UniProtKB:Q99PI8}.	anchored component of external side of plasma membrane [GO:0031362]; axonal growth cone [GO:0044295]; cell surface [GO:0009986]; dendritic shaft [GO:0043198]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; glutamatergic synapse [GO:0098978]; integral component of plasma membrane [GO:0005887]; membrane raft [GO:0045121]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; presynapse [GO:0098793]	Widespread in the brain but highest levels in the gray matter. Low levels in heart and kidney; not expressed in oligodendrocytes (white matter). {ECO:0000269|PubMed:12694398}.	65078;	1OZN;1P8T;	2	0.7555181384086609
169	Q9Y2Q3	Glutathione S-transferase kappa 1 (EC 2.5.1.18) (GST 13-13) (GST class-kappa) (GSTK1-1) (hGSTK1) (Glutathione S-transferase subunit 13)	226	9606	GSTK1	Peroxisome {ECO:0000269|PubMed:14742434}.	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; intracellular [GO:0005622]; membrane [GO:0016020]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]	Ubiquitous. {ECO:0000269|PubMed:14742434}.	373156;	1YZX;3RPN;3RPP;	12	0.8353943407535553
170	P11802	Cyclin-dependent kinase 4 (EC 2.7.11.22) (Cell division protein kinase 4) (PSK-J3)	303	9606	CDK4	Cytoplasm {ECO:0000269|PubMed:18827403}. Nucleus {ECO:0000269|PubMed:18827403, ECO:0000269|PubMed:20399237, ECO:0000269|PubMed:9106657}. Nucleus membrane {ECO:0000269|PubMed:18827403}. Note=Cytoplasmic when non-complexed. Forms a cyclin D-CDK4 complex in the cytoplasm as cells progress through G(1) phase. The complex accumulates on the nuclear membrane and enters the nucleus on transition from G(1) to S phase. Also present in nucleoli and heterochromatin lumps. Colocalizes with RB1 after release into the nucleus. {ECO:0000269|PubMed:18827403}.	bicellular tight junction [GO:0005923]; chromatin [GO:0000785]; cyclin D2-CDK4 complex [GO:0097129]; cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; cytosol [GO:0005829]; nuclear membrane [GO:0031965]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; transcription factor complex [GO:0005667]		1019;	1LD2;2W96;2W99;2W9F;2W9Z;3G33;5FWK;5FWL;5FWM;5FWP;6P8E;6P8F;6P8G;6P8H;	22	0.9137789905071259
171	P04629	High affinity nerve growth factor receptor (EC 2.7.10.1) (Neurotrophic tyrosine kinase receptor type 1) (TRK1-transforming tyrosine kinase protein) (Tropomyosin-related kinase A) (Tyrosine kinase receptor) (Tyrosine kinase receptor A) (Trk-A) (gp140trk) (p140-TrkA)	796	9606	NTRK1	Cell membrane {ECO:0000269|PubMed:1281417, ECO:0000269|PubMed:15488758, ECO:0000269|PubMed:17196528, ECO:0000269|PubMed:27676246, ECO:0000269|PubMed:2927393}; Single-pass type I membrane protein {ECO:0000269|PubMed:1281417, ECO:0000269|PubMed:15488758}. Early endosome membrane {ECO:0000250|UniProtKB:P35739}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P35739}. Late endosome membrane {ECO:0000250|UniProtKB:P35739}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P35739}. Recycling endosome membrane {ECO:0000250|UniProtKB:P35739}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P35739}. Note=Rapidly internalized after NGF binding (PubMed:1281417). Internalized to endosomes upon binding of NGF or NTF3 and further transported to the cell body via a retrograde axonal transport. Localized at cell membrane and early endosomes before nerve growth factor (NGF) stimulation. Recruited to late endosomes after NGF stimulation. Colocalized with RAPGEF2 at late endosomes. {ECO:0000250|UniProtKB:P35739, ECO:0000269|PubMed:1281417}.	axon [GO:0030424]; cell surface [GO:0009986]; dendrite [GO:0030425]; early endosome [GO:0005769]; early endosome membrane [GO:0031901]; endosome membrane [GO:0010008]; Golgi membrane [GO:0000139]; integral component of plasma membrane [GO:0005887]; late endosome [GO:0005770]; late endosome membrane [GO:0031902]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; receptor complex [GO:0043235]; recycling endosome membrane [GO:0055038]	Isoform TrkA-I is found in most non-neuronal tissues. Isoform TrkA-II is primarily expressed in neuronal cells. TrkA-III is specifically expressed by pluripotent neural stem and neural crest progenitors. {ECO:0000269|PubMed:15488758, ECO:0000269|PubMed:8325889}.	4914;	1HE7;1SHC;1WWA;1WWW;2IFG;2N90;4AOJ;4CRP;4F0I;4GT5;4PMM;4PMP;4PMS;4PMT;4YNE;4YPS;5H3Q;5I8A;5JFS;5JFV;5JFW;5JFX;5KMI;5KMJ;5KMK;5KML;5KMM;5KMN;5KMO;5KVT;5WR7;6D1Y;6D1Z;6D20;6D22;6DKB;6DKG;6DKI;6DKW;6IQN;6J5L;6NPT;6NSP;6NSS;6PL1;6PL2;6PL3;6PMA;6PMB;6PMC;6PME;	163	0.9694343745708466
172	P53779	Mitogen-activated protein kinase 10 (MAP kinase 10) (MAPK 10) (EC 2.7.11.24) (MAP kinase p49 3F12) (Stress-activated protein kinase 1b) (SAPK1b) (Stress-activated protein kinase JNK3) (c-Jun N-terminal kinase 3)	464	9606	MAPK10	Cytoplasm {ECO:0000269|PubMed:16737965}. Membrane {ECO:0000269|PubMed:16737965}; Lipid-anchor {ECO:0000269|PubMed:16737965}. Nucleus {ECO:0000269|PubMed:16737965}. Mitochondrion {ECO:0000269|PubMed:16737965}. Note=Palmitoylation regulates MAPK10 trafficking to cytoskeleton. Recruited to the mitochondria in the presence of SARM1 (By similarity). {ECO:0000250}.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; glutamatergic synapse [GO:0098978]; mitochondrion [GO:0005739]; neuron projection [GO:0043005]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]	Specific to a subset of neurons in the nervous system. Present in the hippocampus and areas, cerebellum, striatum, brain stem, and weakly in the spinal cord. Very weak expression in testis and kidney.	5602;	1JNK;1PMN;1PMU;1PMV;2B1P;2EXC;2O0U;2O2U;2OK1;2P33;2R9S;2WAJ;2ZDT;2ZDU;3CGF;3CGO;3DA6;3FI2;3FI3;3FV8;3G90;3G9L;3G9N;3KVX;3OXI;3OY1;3PTG;3RTP;3TTI;3TTJ;3V6R;3V6S;4H36;4H39;4H3B;4KKE;4KKG;4KKH;4U79;4W4V;4W4W;4W4X;4W4Y;4WHZ;4X21;4Y46;4Y5H;4Z9L;6EKD;6EMH;6EQ9;	6	0.8432720601558685
173	P37840	Alpha-synuclein (Non-A beta component of AD amyloid) (Non-A4 component of amyloid precursor) (NACP)	140	9606	SNCA	Cytoplasm {ECO:0000269|PubMed:19762560, ECO:0000269|PubMed:24936070, ECO:0000269|PubMed:25561023, ECO:0000269|PubMed:26442590, ECO:0000269|PubMed:31034892}. Membrane {ECO:0000269|PubMed:24936070}. Nucleus {ECO:0000269|PubMed:12859192, ECO:0000269|PubMed:24936070}. Cell junction, synapse {ECO:0000269|PubMed:15282274}. Secreted {ECO:0000269|PubMed:24936070}. Note=Membrane-bound in dopaminergic neurons. {ECO:0000269|PubMed:15282274}.	actin cytoskeleton [GO:0015629]; axon [GO:0030424]; cell [GO:0005623]; cell cortex [GO:0005938]; cell junction [GO:0030054]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; growth cone [GO:0030426]; inclusion body [GO:0016234]; lysosome [GO:0005764]; membrane [GO:0016020]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; presynapse [GO:0098793]; protein-containing complex [GO:0032991]; supramolecular fiber [GO:0099512]	Highly expressed in presynaptic terminals in the central nervous system. Expressed principally in brain. {ECO:0000269|PubMed:8194594}.	6622;	1XQ8;2JN5;2KKW;2M55;2N0A;2X6M;3Q25;3Q26;3Q27;3Q28;3Q29;4BXL;4R0U;4R0W;4RIK;4RIL;4ZNN;5CRW;6A6B;6CT7;6CU7;6CU8;6FLT;6H6B;6I42;6L4S;6LRQ;6OSJ;6OSL;6OSM;6PEO;6PES;6RT0;6RTB;6SST;6SSX;6UFR;6XYO;6XYP;6XYQ;	61	0.9514089286327362
174	Q12800	Alpha-globin transcription factor CP2 (SAA3 enhancer factor) (Transcription factor LSF)	502	9606	TFCP2	Nucleus {ECO:0000269|PubMed:1732747, ECO:0000269|PubMed:7828600, ECO:0000269|PubMed:8114710}.	cytosol [GO:0005829]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]	Ubiquitous. Expressed in brain, ovary, kidney, thymus, spleen, liver, adrenal, heart and lung (at protein level). {ECO:0000269|PubMed:10455131, ECO:0000269|PubMed:7828600, ECO:0000269|PubMed:8157699}.	7024;	NA;	16	0.8851385354995728
175	P56817	Beta-secretase 1 (EC 3.4.23.46) (Aspartyl protease 2) (ASP2) (Asp 2) (Beta-site amyloid precursor protein cleaving enzyme 1) (Beta-site APP cleaving enzyme 1) (Memapsin-2) (Membrane-associated aspartic protease 2)	501	9606	BACE1	Cell membrane {ECO:0000269|PubMed:11466313}; Single-pass type I membrane protein {ECO:0000305|PubMed:11466313}. Golgi apparatus, trans-Golgi network {ECO:0000269|PubMed:11466313, ECO:0000269|PubMed:15615712, ECO:0000269|PubMed:15886016, ECO:0000269|PubMed:17425515, ECO:0000269|PubMed:20354142, ECO:0000269|PubMed:23109336}. Endoplasmic reticulum {ECO:0000269|PubMed:11466313, ECO:0000269|PubMed:17425515}. Endosome {ECO:0000269|PubMed:11466313, ECO:0000269|PubMed:15886016}. Cell surface {ECO:0000269|PubMed:11466313, ECO:0000269|PubMed:15886016, ECO:0000269|PubMed:17425515, ECO:0000269|PubMed:23109336}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:11466313, ECO:0000269|PubMed:15886016}; Single-pass type I membrane protein {ECO:0000305|PubMed:11466313}. Membrane raft {ECO:0000250|UniProtKB:P56818}. Lysosome {ECO:0000269|PubMed:16033761, ECO:0000269|PubMed:23109336, ECO:0000269|PubMed:27084579, ECO:0000269|PubMed:27302062}. Late endosome {ECO:0000269|PubMed:16033761, ECO:0000269|PubMed:23109336, ECO:0000269|PubMed:27084579, ECO:0000269|PubMed:27302062}. Early endosome {ECO:0000269|PubMed:15615712, ECO:0000269|PubMed:15886016, ECO:0000269|PubMed:23109336, ECO:0000269|PubMed:27084579, ECO:0000269|PubMed:27302062}. Recycling endosome {ECO:0000269|PubMed:15886016, ECO:0000269|PubMed:27084579, ECO:0000269|PubMed:27302062}. Cell projection, axon {ECO:0000250|UniProtKB:P56818}. Cell projection, dendrite {ECO:0000250|UniProtKB:P56818}. Note=Predominantly localized to the later Golgi/trans-Golgi network (TGN) and minimally detectable in the early Golgi compartments. A small portion is also found in the endoplasmic reticulum, endosomes and on the cell surface (PubMed:17425515, PubMed:11466313). Colocalization with APP in early endosomes is due to addition of bisecting N-acetylglucosamine wich blocks targeting to late endosomes and lysosomes (By similarity). Retrogradly transported from endosomal compartments to the trans-Golgi network in a phosphorylation- and GGA1- dependent manner (PubMed:15886016). {ECO:0000250|UniProtKB:P56818, ECO:0000269|PubMed:11466313, ECO:0000269|PubMed:15886016, ECO:0000269|PubMed:17425515}.	axon [GO:0030424]; cell surface [GO:0009986]; cytoplasmic vesicle membrane [GO:0030659]; dendrite [GO:0030425]; early endosome [GO:0005769]; endoplasmic reticulum lumen [GO:0005788]; endosome [GO:0005768]; endosome membrane [GO:0010008]; Golgi apparatus [GO:0005794]; Golgi-associated vesicle lumen [GO:0070931]; hippocampal mossy fiber to CA3 synapse [GO:0098686]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; late endosome [GO:0005770]; lysosome [GO:0005764]; membrane [GO:0016020]; membrane raft [GO:0045121]; multivesicular body [GO:0005771]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]; synaptic vesicle [GO:0008021]; trans-Golgi network [GO:0005802]	Expressed at high levels in the brain and pancreas. In the brain, expression is highest in the substantia nigra, locus coruleus and medulla oblongata. {ECO:0000269|PubMed:10677483, ECO:0000269|PubMed:11083922}.	23621;	1FKN;1M4H;1PY1;1SGZ;1TQF;1UJJ;1UJK;1W50;1W51;1XN2;1XN3;1XS7;1YM2;1YM4;2B8L;2B8V;2F3E;2F3F;2FDP;2G94;2HIZ;2HM1;2IQG;2IRZ;2IS0;2NTR;2OAH;2OF0;2OHK;2OHL;2OHM;2OHN;2OHP;2OHQ;2OHR;2OHS;2OHT;2OHU;2P4J;2P83;2P8H;2PH6;2PH8;2Q11;2Q15;2QK5;2QMD;2QMF;2QMG;2QP8;2QU2;2QU3;2QZK;2QZL;2VA5;2VA6;2VA7;2VIE;2VIJ;2VIY;2VIZ;2VJ6;2VJ7;2VJ9;2VKM;2VNM;2VNN;2WEZ;2WF0;2WF1;2WF2;2WF3;2WF4;2WJO;2XFI;2XFJ;2XFK;2ZDZ;2ZE1;2ZHR;2ZHS;2ZHT;2ZHU;2ZHV;2ZJH;2ZJI;2ZJJ;2ZJK;2ZJL;2ZJM;2ZJN;3BRA;3BUF;3BUG;3BUH;3CIB;3CIC;3CID;3CKP;3CKR;3DM6;3DUY;3DV1;3DV5;3EXO;3FKT;3H0B;3HVG;3HW1;3I25;3IGB;3IN3;3IN4;3IND;3INE;3INF;3INH;3IVH;3IVI;3IXJ;3IXK;3K5C;3K5D;3K5F;3K5G;3KMX;3KMY;3KN0;3KYR;3L38;3L3A;3L58;3L59;3L5B;3L5C;3L5D;3L5E;3L5F;3LHG;3LNK;3LPI;3LPJ;3LPK;3MSJ;3MSK;3MSL;3N4L;3NSH;3OHF;3OHH;3OOZ;3PI5;3QBH;3QI1;3R1G;3R2F;3RSV;3RSX;3RTH;3RTM;3RTN;3RU1;3RVI;3S2O;3S7L;3S7M;3SKF;3SKG;3TPJ;3TPL;3TPP;3TPR;3U6A;3UDH;3UDJ;3UDK;3UDM;3UDN;3UDP;3UDQ;3UDR;3UDY;3UFL;3UQP;3UQR;3UQU;3UQW;3UQX;3VEU;3VF3;3VG1;3VV6;3VV7;3VV8;3WB4;3WB5;3ZMG;3ZOV;4ACU;4ACX;4AZY;4B00;4B05;4B0Q;4B1C;4B1D;4B1E;4B70;4B72;4B77;4B78;4BEK;4BFD;4D83;4D85;4D88;4D89;4D8C;4DH6;4DI2;4DJU;4DJV;4DJW;4DJX;4DJY;4DPF;4DPI;4DUS;4DV9;4DVF;4EWO;4EXG;4FCO;4FGX;4FM7;4FM8;4FRI;4FRJ;4FRK;4FRS;4FS4;4FSE;4FSL;4GID;4GMI;4H1E;4H3F;4H3G;4H3I;4H3J;4HA5;4HZT;4I0D;4I0E;4I0F;4I0G;4I0H;4I0I;4I0J;4I0Z;4I10;4I11;4I12;4I1C;4IVS;4IVT;4J0P;4J0T;4J0V;4J0Y;4J0Z;4J17;4J1C;4J1E;4J1F;4J1H;4J1I;4J1K;4JOO;4JP9;4JPC;4JPE;4K8S;4K9H;4KE0;4KE1;4L7G;4L7H;4L7J;4LC7;4LXA;4LXK;4LXM;4N00;4PZW;4PZX;4R5N;4R8Y;4R91;4R92;4R93;4R95;4RCD;4RCE;4RCF;4RRN;4RRO;4RRS;4TRW;4TRY;4TRZ;4WTU;4WY1;4WY6;4X2L;4X7I;4XKX;4XXS;4YBI;4ZPE;4ZPF;4ZPG;4ZSM;4ZSP;4ZSQ;4ZSR;5CLM;5DQC;5ENK;5ENM;5EZX;5EZZ;5F00;5F01;5HD0;5HDU;5HDV;5HDX;5HDZ;5HE4;5HE5;5HE7;5HTZ;5HU0;5HU1;5I3V;5I3W;5I3X;5I3Y;5IE1;5KQF;5KR8;5MBW;5MCO;5MCQ;5MXD;5T1U;5T1W;5TOL;5UYU;5V0N;5YGX;5YGY;6BFD;6BFE;6BFW;6BFX;6C2I;6DHC;6DMI;6E3Z;6EJ2;6EJ3;6EQM;6FGY;6JSE;6JSF;6JSG;6JSN;6JT3;6JT4;6NV7;6NV9;6NW3;6OD6;6PZ4;6UVP;6UVV;6UVY;6UWP;6UWV;	13	0.8685181915760041
176	O15118	NPC intracellular cholesterol transporter 1 (Niemann-Pick C1 protein)	1278	9606	NPC1	Late endosome membrane {ECO:0000269|PubMed:12554680}; Multi-pass membrane protein {ECO:0000269|PubMed:10821832, ECO:0000269|PubMed:27238017, ECO:0000269|PubMed:28784760}. Lysosome membrane {ECO:0000269|PubMed:17897319, ECO:0000269|PubMed:9927649}; Multi-pass membrane protein {ECO:0000269|PubMed:10821832, ECO:0000269|PubMed:27238017, ECO:0000269|PubMed:28784760}.	endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; integral component of lysosomal membrane [GO:1905103]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; membrane [GO:0016020]; membrane raft [GO:0045121]; nuclear envelope [GO:0005635]; perinuclear region of cytoplasm [GO:0048471]		4864;	3GKH;3GKI;3GKJ;3JD8;5F18;5F1B;5HNS;5JNX;5KWY;5U73;5U74;6UOX;	2	0.7540698409080505
