Uniprot_A	Uniprot_B	Interaction	Protein_A_idx	Protein_B_idx
P04049	P10644	1	200	327
P00441	P04179	1	479	27
P04626	Q92729	1	223	765
P22455	P29350	1	841	942
P05783	Q96RK4	1	107	63
P27540	P38398	1	461	697
P05067	P09936	1	350	613
P00533	Q14449	1	435	643
P49327	P63104	1	606	399
P27986	P42338	1	122	885
P31749	P63104	1	0	399
P37231	Q00535	1	344	40
P60568	Q04206	1	292	218
P30556	P35354	1	477	291
P08588	P08913	1	307	378
O15503	P04035	1	866	151
P35222	P42574	1	459	1033
P19838	P38398	1	635	697
P54274	Q9NYB0	1	2	1004
Q02577	Q96EB6	1	172	86
P01042	P04440	1	566	559
Q16620	Q9NRF2	1	915	405
P02647	P20648	1	985	725
P60484	Q16513	1	153	540
P29475	P30411	1	413	473
Q15466	Q96EB6	1	331	86
P08069	P46108	1	284	879
P21333	Q04206	1	632	218
P16220	P18850	1	601	248
P16220	P35222	1	601	459
P01308	P06213	1	321	168
P29460	Q04206	1	696	218
Q16082	Q9H3M7	1	638	129
P24385	Q9NQB0	1	280	792
Q8NFJ9	Q96RK4	1	791	63
P27708	Q15796	1	302	753
P15884	Q9NP66	1	261	815
O43597	P35555	1	383	457
P04626	P41252	1	223	51
P03372	P04626	1	12	223
P60709	Q07817	1	243	989
Q96P20	Q9HC29	1	334	789
P14416	P48051	1	452	867
P15884	Q9H8Y8	1	261	993
O00330	P42229	1	224	614
P17931	P28335	1	123	1013
P21333	P35372	1	632	858
P40763	Q04206	1	255	218
P02545	Q9Y5U4	1	58	622
P04637	Q14457	1	523	306
P04637	P27708	1	523	302
P04637	Q15672	1	523	562
P19438	P25445	1	354	570
P10809	P68371	1	668	375
Q14145	Q8NFJ9	1	65	791
P35611	Q9NP66	1	275	815
P07550	Q15165	1	846	787
P11473	Q96EB6	1	420	86
P17931	P25391	1	123	501
P31749	P49327	1	0	606
P04049	P14784	1	200	652
P09429	P10599	1	542	928
P35228	P60709	1	465	243
P09874	Q14790	1	962	69
P02751	P62937	1	443	991
P06213	P18031	1	168	19
P10599	P11021	1	928	1029
P16220	P25490	1	601	646
Q96RI1	Q9UBK2	1	649	520
O15524	P10912	1	647	254
P00747	P25391	1	510	501
P01106	Q06210	1	756	865
Q16082	Q9BZL1	1	638	110
P08779	P29353	1	1	939
P00533	Q00325	1	435	830
P05413	P17301	1	959	981
P14174	Q9Y478	1	492	3
P10415	Q16665	1	799	1035
P62995	P63104	1	299	399
P62834	Q15165	1	983	787
Q05513	Q14790	1	685	69
P05067	P13073	1	350	232
P04792	P05783	1	628	107
P60709	Q96RK4	1	243	63
Q86SQ7	Q92574	1	111	14
P00533	P02545	1	435	58
O75436	P02751	1	667	443
P08246	P48061	1	864	121
Q16082	Q16678	1	638	650
Q04206	Q96RU7	1	218	277
P11473	P41235	1	420	642
Q04206	Q07869	1	218	1024
P03372	Q9UGU0	1	12	639
P02652	P04180	1	256	385
P09936	Q00535	1	613	40
Q07812	Q96F15	1	987	262
Q8TD31	Q9H1Y0	1	44	96
P11586	Q01813	1	252	380
P01106	P26358	1	756	941
P02545	Q9NVC3	1	58	191
P04114	P35579	1	744	903
P03956	P13500	1	593	872
P43304	P63104	1	246	399
P14672	P52789	1	498	895
P49917	Q8TCU4	1	245	541
P16615	Q04721	1	970	371
P04626	P16615	1	223	970
P07550	P13945	1	846	607
P51681	P61073	1	658	700
P04637	P49888	1	523	152
P19320	Q9Y5K6	1	85	132
P04049	P62834	1	200	983
Q96KP4	Q9C0B1	1	335	393
P03372	Q99873	1	12	884
P42345	Q13131	1	920	497
P49327	P55055	1	606	170
P01116	P04049	1	1028	200
Q8TD31	Q9NP66	1	44	815
P01374	Q13490	1	345	682
P01100	P20823	1	757	550
P05067	Q13164	1	350	752
O43597	O75791	1	383	203
P04637	P46108	1	523	879
P09874	P54652	1	962	960
P02766	P60709	1	78	243
P08514	P16671	1	738	521
P08603	P35318	1	1032	338
P00747	P55085	1	510	737
O43524	Q9Y4H2	1	805	167
P35222	P60484	1	459	153
O14793	P05067	1	982	350
P02751	P04792	1	443	628
P01375	P16615	1	237	970
P08069	Q06124	1	284	660
P00441	Q99757	1	479	535
Q709C8	Q92731	1	324	422
P15172	P35232	1	966	746
P07384	P56945	1	964	732
P04083	Q8N163	1	580	67
P04792	P30279	1	628	889
P07741	Q9UNI6	1	938	476
P51812	Q9Y2Q3	1	825	225
P18031	P42229	1	19	614
P52926	Q01860	1	698	776
P13501	P19544	1	871	434
P61371	Q8NHW3	1	716	348
Q16822	Q9NYA1	1	319	328
Q12778	Q8IXJ6	1	594	259
P55789	Q16539	1	59	969
P18887	P38398	1	84	697
P00441	P02765	1	479	76
P16615	P23297	1	970	707
Q92831	Q9UM63	1	708	834
P62834	P63104	1	983	399
P01100	P60568	1	757	292
P19438	Q9BXW9	1	354	125
P41597	Q04721	1	955	371
Q04206	Q9BZS1	1	218	528
P00533	Q9Y4H2	1	435	167
P02751	P09486	1	443	648
P09874	Q92831	1	962	708
P02786	P38398	1	832	697
P31749	P55211	1	0	672
P13284	P38398	1	20	697
P07550	P41240	1	846	353
P28335	Q9NZH0	1	1013	150
P04637	P48634	1	523	894
P55042	P63104	1	279	399
P19838	P37231	1	635	344
O95989	Q9UID3	1	55	251
P17936	Q15831	1	124	768
P14550	P54274	1	447	2
P29350	P40189	1	942	714
P47712	Q04206	1	368	218
P63241	Q92831	1	833	708
P03372	P54652	1	12	960
Q00613	Q05086	1	388	486
Q13133	Q96EB6	1	758	86
P25942	Q99417	1	705	197
O76024	P13569	1	505	166
P23443	Q15831	1	506	768
P04150	Q9Y5K6	1	630	132
P01303	P54707	1	316	857
Q04206	Q14145	1	218	65
P38398	P42345	1	697	920
P21333	Q16539	1	632	969
P01100	P05067	1	757	350
P08253	P49286	1	109	145
P00533	P48507	1	435	490
Q13133	Q15466	1	758	331
P16070	Q9NZN5	1	679	502
P01374	P20333	1	345	946
O43741	Q9UIH9	1	621	912
P31749	Q16236	1	0	426
P12004	P62937	1	1031	991
P35568	Q07817	1	886	989
P16220	P17676	1	601	1003
P06401	Q9BX66	1	157	128
P00390	Q96KP4	1	317	335
P38398	Q13315	1	697	691
Q96EB6	Q96RI1	1	86	649
Q16881	Q9H3M7	1	608	129
P16581	Q14242	1	686	35
P35222	Q9ULJ6	1	459	294
P28482	Q12772	1	701	589
O60603	P68371	1	359	375
Q13478	Q14116	1	673	950
P15692	P40763	1	282	255
P21980	P63104	1	278	399
P21333	P49917	1	632	245
O60603	P27986	1	359	122
P35558	P49327	1	463	606
P02768	Q13315	1	71	691
P00533	Q96JB1	1	435	770
Q13315	Q9UBK8	1	691	117
Q04206	Q96AZ6	1	218	722
O60674	P04049	1	471	200
P05067	P31749	1	350	0
P00533	P30711	1	435	932
P29350	Q14790	1	942	69
P16615	Q9Y6C9	1	970	173
P10451	Q8N5K1	1	684	935
P11712	P42229	1	852	614
P19438	Q9NZH0	1	354	150
P00533	P12004	1	435	1031
P11021	P60484	1	1029	153
P27986	P45983	1	122	499
P04406	P49768	1	438	1017
P06401	P24385	1	157	280
O75469	Q99873	1	293	884
Q13315	Q7Z3E1	1	691	882
P23297	Q15796	1	707	753
P01019	P20823	1	134	550
P04637	Q68CZ1	1	523	4
Q03135	Q16881	1	917	608
P28482	Q03135	1	701	917
P19367	P49917	1	988	245
P02768	P17301	1	71	981
P07384	Q9H1Y0	1	964	96
P61073	Q04206	1	700	218
P06213	Q9BX66	1	168	128
Q13315	Q9NZQ7	1	691	206
P06239	P56945	1	759	732
P49768	Q9NQB0	1	1017	792
P01019	Q9BYF1	1	134	46
O00327	P51449	1	957	905
O76024	Q96A54	1	505	411
P55085	Q09428	1	737	270
O00141	Q15008	1	15	89
O75791	Q8TD31	1	203	44
P01106	P56199	1	756	527
P42345	P54274	1	920	2
P04637	P18887	1	523	84
P05771	P48736	1	933	300
P01106	Q13887	1	756	9
P05067	Q16822	1	350	319
P18887	Q6VAB6	1	84	723
P02647	P10909	1	985	986
P00738	P21980	1	909	278
P10275	P36956	1	79	433
P06213	P51692	1	168	937
P10275	P24385	1	79	280
P10275	P51451	1	79	159
P00533	P55042	1	435	279
P02751	P20366	1	443	349
P10415	Q07817	1	799	989
P12821	P30411	1	199	473
P43304	P49146	1	246	169
P51587	Q9BXW9	1	146	125
P29353	P35968	1	939	77
P40763	P41597	1	255	955
P05067	P13232	1	350	702
P06870	P08603	1	529	1032
P04278	P60709	1	32	243
P21980	Q04206	1	278	218
P01130	P02649	1	310	87
P06213	P22413	1	168	911
P19838	Q96DM3	1	635	876
P04150	P28482	1	630	701
P06213	P41240	1	168	353
Q04206	Q16539	1	218	969
Q9UIH9	Q9UKG1	1	912	147
Q13315	Q15831	1	691	768
P80303	Q8IU85	1	483	356
P00918	P19634	1	37	72
P04150	P10275	1	630	79
P04150	P09874	1	630	962
P04798	Q8WYA6	1	624	130
O60240	Q8WTS1	1	808	190
P19838	P52926	1	635	698
O14543	Q99683	1	362	810
P04637	P21980	1	523	278
P05067	P35968	1	350	77
Q13155	Q13490	1	828	682
P05067	P25391	1	350	501
P28072	P30279	1	824	889
P35232	P52757	1	746	26
P00738	Q99523	1	909	819
P00747	P10809	1	510	668
P01375	P78536	1	237	619
P12004	Q00535	1	1031	40
O15357	P00533	1	1012	435
P18850	Q12772	1	248	589
P10809	Q9NP66	1	668	815
P30556	Q03135	1	477	917
O60674	P35568	1	471	886
P07384	P40763	1	964	255
P04271	P14136	1	549	629
P01375	P26651	1	237	531
P15884	Q15796	1	261	753
P14598	Q16539	1	567	969
P10586	Q9Y4H2	1	640	167
P02786	Q9UID3	1	832	251
P05067	Q16698	1	350	995
P01106	Q13164	1	756	752
O00206	Q0VDF9	1	187	184
P11150	P20648	1	38	725
P17676	Q13887	1	1003	9
P20823	P61457	1	550	91
P09936	P31749	1	613	0
P04792	P11413	1	628	131
P10809	Q8N163	1	668	67
O95750	P11362	1	631	250
P63104	Q05086	1	399	486
P08621	P52732	1	115	508
P02768	P56945	1	71	732
P02545	P49327	1	58	606
Q04206	Q16665	1	218	1035
P22455	Q96G30	1	841	845
P07711	P10145	1	56	625
P11362	P98160	1	250	179
P10909	P14780	1	986	654
P00441	P14174	1	479	492
Q9BXC9	Q9NWB1	1	741	80
P05067	Q969D9	1	350	1010
P00533	P54652	1	435	960
P19320	P60900	1	85	1026
P03372	P17861	1	12	762
P25490	P60709	1	646	243
P35222	Q15796	1	459	753
O00329	P46108	1	967	879
P05067	Q99683	1	350	810
P01116	P35232	1	1028	746
P00533	P04406	1	435	438
P10415	P25440	1	799	571
P35222	Q03135	1	459	917
P10809	Q07812	1	668	987
P09874	P10415	1	962	799
O43741	P04637	1	621	523
P07550	P25098	1	846	323
P01106	Q15796	1	756	753
O96008	P00390	1	358	317
P17931	Q9H244	1	123	54
P35968	Q03135	1	77	917
P03372	Q15466	1	12	331
P46108	Q9UIH9	1	879	912
P01009	P08246	1	442	864
P05067	Q07954	1	350	211
P10415	P50416	1	799	585
P49366	P63241	1	687	833
P21333	P49768	1	632	1017
P35222	P45983	1	459	499
O00767	P01106	1	90	756
P52926	Q13315	1	698	691
Q8IUH3	Q8WYA6	1	712	130
P55055	Q15466	1	170	331
P05121	P08246	1	683	864
P02751	P56945	1	443	732
O15524	Q13315	1	647	691
Q96P20	Q9H3M7	1	334	129
P10586	Q96G30	1	640	845
P61073	P62937	1	700	991
O14543	P14784	1	362	652
P09917	Q96AD5	1	713	137
P12004	P35557	1	1031	458
O14654	P07858	1	216	50
P19438	P28482	1	354	701
P12004	Q6P1M0	1	1031	303
O00206	P35579	1	187	903
P14416	Q9UJ68	1	452	971
O00327	Q92831	1	957	708
O00300	Q9Y6Q6	1	518	30
P13569	P98161	1	166	180
P10275	P30613	1	79	23
P02649	Q07954	1	87	211
P30556	Q8WTS6	1	477	189
P27708	P28482	1	302	701
O60674	P19438	1	471	354
P09382	P35579	1	904	903
P19320	P35579	1	85	903
P18509	P27487	1	954	919
P04406	Q96EB6	1	438	86
Q16620	Q99523	1	915	819
P19320	P27708	1	85	302
Q9BYX4	Q9H1Y0	1	52	96
P37231	Q15466	1	344	331
P00797	Q96SI1	1	588	681
P01589	P40763	1	720	255
P14784	P40933	1	652	308
P00441	P04083	1	479	580
P09429	P19532	1	542	587
P19438	P20333	1	354	946
P35869	Q8N6T7	1	554	186
P31751	Q13541	1	771	281
P09874	Q9Y478	1	962	3
O15294	O95865	1	236	839
P10275	Q06124	1	79	660
P00533	P13987	1	435	346
Q13131	Q9UGJ0	1	497	574
P09874	P28482	1	962	701
P08195	P49286	1	777	145
P09936	P31751	1	613	771
P17931	P35222	1	123	459
Q96EB6	Q9ULJ6	1	86	294
O43524	P50591	1	805	182
P16220	Q96EB6	1	601	86
P01178	P29353	1	288	939
P13569	P25054	1	166	626
P06213	P29350	1	168	942
P05090	P18850	1	207	248
P16615	Q9Y4H2	1	970	167
P41159	Q9UBU3	1	555	851
P17096	P19838	1	454	635
P13807	P34947	1	908	160
P00533	Q99700	1	435	975
P00533	Q9UJ41	1	435	836
P21673	Q04724	1	312	372
P00738	P02649	1	909	87
Q01860	Q9UJU5	1	776	586
P06239	P16070	1	759	679
P01100	P19838	1	757	635
P03372	P35869	1	12	554
P05106	P14555	1	229	449
P55211	Q14790	1	672	69
P02751	P37268	1	443	949
P00734	P17936	1	900	124
P02675	Q05639	1	877	370
P09874	P19838	1	962	635
P03372	Q16665	1	12	1035
P08621	Q15796	1	115	753
P07741	P19838	1	938	635
Q93088	Q96RK4	1	916	63
P40763	Q14457	1	255	306
P05067	Q9BYT3	1	350	706
O00255	P19838	1	800	635
P00533	P07585	1	435	690
P00533	Q13131	1	435	497
P10145	P14780	1	625	654
P04792	Q04760	1	628	493
P11473	P42785	1	420	754
P05067	P54652	1	350	960
P18031	Q00325	1	19	830
P61457	Q9UL68	1	91	219
P04637	P38398	1	523	697
O75791	P41161	1	203	715
P35638	P49715	1	1021	633
P05305	P25101	1	874	64
O75052	Q9Y272	1	48	572
P35222	Q9UKG1	1	459	147
P01042	P43235	1	566	689
O75787	P00797	1	890	588
P47712	Q14790	1	368	69
P08253	P17936	1	109	124
P04406	P06702	1	438	803
P06239	Q15796	1	759	753
Q92932	Q99523	1	135	819
P00441	P02768	1	479	71
P02675	P02751	1	877	443
P35222	Q92731	1	459	422
O60674	P50607	1	471	367
P08779	Q92932	1	1	135
P03372	P49715	1	12	633
P01106	Q05084	1	756	494
P16520	Q92731	1	360	422
P04278	P21333	1	32	632
P09429	P19320	1	542	85
P27708	P60709	1	302	243
P56645	Q49AN0	1	397	193
P56524	Q13133	1	644	758
P20648	P33121	1	725	898
P36956	Q12772	1	433	589
P29350	P35579	1	942	903
P42345	P45983	1	920	499
P02647	P31751	1	985	771
O00255	P35579	1	800	903
P28223	Q15165	1	424	787
P00533	Q05513	1	435	685
O43524	Q13315	1	805	691
P02649	Q13201	1	87	177
P04040	Q14145	1	192	65
P19838	P25311	1	635	748
P27487	P61073	1	919	700
P35869	P38398	1	554	697
O00548	P49768	1	565	1017
P01584	P08253	1	728	109
P29474	Q03135	1	412	917
P01375	Q13490	1	237	682
P04626	Q9NSE2	1	223	751
Q15796	Q9NSE2	1	753	751
P54274	Q01813	1	2	380
P49716	P56524	1	634	644
P29350	Q01813	1	942	380
Q04206	Q9UBK2	1	218	520
P10599	P60484	1	928	153
P49716	Q04206	1	634	218
P17676	P42229	1	1003	614
P11684	P60709	1	763	243
P18031	P46108	1	19	879
P11802	P30279	1	226	889
P04049	P10415	1	200	799
P02679	P11215	1	880	532
O00141	P25942	1	15	705
P00918	P10809	1	37	668
P14784	P40763	1	652	255
P01137	P02751	1	425	443
P00747	Q04206	1	510	218
P04792	P13569	1	628	166
P42345	P63104	1	920	399
P35568	Q06124	1	886	660
O00141	P04049	1	15	200
P35222	Q04724	1	459	372
P17676	P20702	1	1003	526
P19320	P68371	1	85	375
P18031	P31749	1	19	0
P04792	P16157	1	628	217
Q99757	Q9UJ41	1	535	836
P62937	P63104	1	991	399
P98160	Q92731	1	179	422
P05067	Q9H165	1	350	343
P37231	Q15796	1	344	753
P16220	Q9NQA5	1	601	418
P04049	Q13131	1	200	497
P06239	P24666	1	759	784
P01024	P21980	1	998	278
Q15121	Q9NYB0	1	786	1004
P05106	Q06124	1	229	660
Q13322	Q92945	1	961	53
P54259	Q09013	1	487	176
P00533	Q16875	1	435	806
P10275	Q14790	1	79	69
O95477	P55055	1	881	170
O43524	P55055	1	805	170
P14784	Q9NSE2	1	652	751
P00505	P01241	1	276	164
P09874	Q16665	1	962	1035
P11586	P38398	1	252	697
P35638	Q10586	1	1021	478
P00441	P09382	1	479	904
P04049	Q99683	1	200	810
Q96EY8	Q9UBK8	1	241	117
P55055	Q96EB6	1	170	86
P06858	Q99523	1	43	819
O00327	O15516	1	957	127
P11362	P31749	1	250	0
P35222	Q13887	1	459	9
P04049	Q05513	1	200	685
P19438	P78536	1	354	619
P08913	P09936	1	378	613
P10809	Q16822	1	668	319
P40763	Q9UIH9	1	255	912
P04637	Q53ET0	1	523	73
P04150	P16220	1	630	601
P01584	P18031	1	728	19
P03956	P10145	1	593	625
P49768	Q14790	1	1017	69
P07550	P11498	1	846	402
P00533	P05362	1	435	297
P00533	Q9NP71	1	435	66
P01275	P16870	1	289	1025
P34913	P54274	1	332	2
P14416	Q8WUD6	1	452	1027
P30411	P34947	1	473	160
P11021	P35228	1	1029	465
P11473	P38398	1	420	697
P27708	P38398	1	302	697
P01024	Q04206	1	998	218
P01100	P15559	1	757	155
P16066	P16860	1	952	314
P10451	Q8WYA6	1	684	130
P02786	P03372	1	832	12
P06239	Q5VV42	1	759	119
P04637	Q04206	1	523	218
P06213	P07585	1	168	690
P49768	Q07817	1	1017	989
P04626	P35354	1	223	291
P02545	P63104	1	58	399
P35638	Q96RU7	1	1021	277
P04141	P34741	1	265	351
P04637	Q13315	1	523	691
P00533	P60484	1	435	153
P05067	P05091	1	350	408
P31751	Q9NST1	1	771	283
Q16539	Q92831	1	969	708
P49327	P52757	1	606	26
P14550	Q8TDQ7	1	447	605
P35222	Q07817	1	459	989
P11021	P50416	1	1029	585
Q99707	Q9UBK8	1	361	117
P19835	P78380	1	95	992
P0DJI8	P25391	1	304	501
P25054	P63241	1	626	833
P00505	Q9Y478	1	276	3
O15524	P14784	1	647	652
P13987	Q03135	1	346	917
P04406	Q6EEV6	1	438	597
P29350	Q9Y286	1	942	651
Q13131	Q9UBK2	1	497	520
P06401	P09429	1	157	542
P04637	Q92481	1	523	774
P31749	P60484	1	0	153
P05067	Q14145	1	350	65
P01106	P47712	1	756	368
P60709	Q9UBQ5	1	243	749
O95819	P35900	1	878	875
O00255	P10644	1	800	327
P04271	P08133	1	549	464
P16860	P56524	1	314	644
P01375	Q9HCU4	1	237	695
O00206	Q9NPH5	1	187	301
P04792	P43490	1	628	427
P40763	P45984	1	255	496
P00390	P12955	1	317	958
P02675	Q06124	1	877	660
P00533	Q96AD5	1	435	137
P42336	Q9UKG1	1	887	147
O14686	P03372	1	596	12
P08069	P11245	1	284	599
P18847	P60709	1	545	243
P10912	Q06124	1	254	660
P04626	P16520	1	223	360
P05067	P43628	1	350	143
P16157	Q92565	1	217	329
P01903	Q8WTV0	1	34	136
P13569	Q16082	1	166	638
P05090	Q96QG7	1	207	386
P56524	Q00535	1	644	40
P25490	P28799	1	646	271
P05067	P21980	1	350	278
P01375	Q15311	1	237	801
P00747	P05067	1	510	350
P54646	Q13085	1	222	198
Q92831	Q9UBC0	1	708	769
P04406	P04626	1	438	223
O75052	Q07954	1	48	211
P08621	P11021	1	115	1029
P17096	P37231	1	454	344
P14317	P54274	1	600	2
P10275	Q9NQB0	1	79	792
P00533	P31751	1	435	771
P13569	P60709	1	166	243
P19838	P26651	1	635	531
P04637	P10912	1	523	254
O95819	Q14790	1	878	69
P26367	Q92786	1	781	893
P14859	Q99958	1	680	320
O00233	P25490	1	484	646
Q16236	Q9UGU0	1	426	639
Q06124	Q14289	1	660	883
O00255	O14686	1	800	596
P05067	P17096	1	350	454
P16870	Q9Y2S7	1	1025	560
O14543	Q9Y286	1	362	651
P15884	P54646	1	261	222
P31749	Q969V5	1	0	796
P07550	P21964	1	846	428
P04637	Q16539	1	523	969
P01100	P03372	1	757	12
Q9NP66	Q9UID3	1	815	251
P14780	Q04206	1	654	218
O15524	P35568	1	647	886
P07550	Q00325	1	846	830
P05067	P25490	1	350	646
P01042	P02792	1	566	575
P02545	Q9H2S6	1	58	49
O15055	Q49AN0	1	495	193
P03372	P60709	1	12	243
P15173	Q969P5	1	576	215
P28482	P35568	1	701	886
P49917	Q8IZT6	1	245	233
P02647	P02654	1	985	258
P03372	P42345	1	12	920
P27708	Q8N157	1	302	692
P10275	P41235	1	79	642
P02741	P08621	1	730	115
P00533	P60709	1	435	243
P35568	Q13322	1	886	961
P04637	P11021	1	523	1029
P17931	Q29983	1	123	797
P06239	P41240	1	759	353
P04216	P05106	1	669	229
P01100	P17861	1	757	762
P41252	Q9Y2Q3	1	51	225
P05067	Q9Y2S7	1	350	560
P04150	Q7Z5J4	1	630	665
P40189	Q06124	1	714	660
P28799	Q96RU7	1	271	277
P38398	Q92945	1	697	53
P13807	Q9Y478	1	908	3
O14543	P10275	1	362	79
P02751	P02768	1	443	71
P10809	Q9BT17	1	668	126
P08922	P18031	1	68	19
P00747	P17936	1	510	124
P01137	P34741	1	425	351
P42338	P50052	1	885	141
P02545	P35232	1	58	746
P55327	P63104	1	403	399
Q14790	Q15121	1	69	786
P06858	Q9Y5C1	1	43	1006
P00533	P46108	1	435	879
P18031	P51692	1	19	937
P27986	Q9Y4H2	1	122	167
P02786	P17931	1	832	123
P01308	P16870	1	321	1025
P36956	Q96EB6	1	433	86
P05106	P18031	1	229	19
P02545	P11215	1	58	532
P03372	P27986	1	12	122
O60603	P31749	1	359	0
P08069	P63104	1	284	399
P04150	P40763	1	630	255
O00300	P50591	1	518	182
O95433	P13569	1	798	166
P00533	P10909	1	435	986
P27986	Q96EB6	1	122	86
P81605	Q04206	1	444	218
P25942	P42336	1	705	887
P11021	Q92932	1	1029	135
P04626	P11498	1	223	402
P04626	Q93084	1	223	899
P16220	P27540	1	601	461
P08195	Q15714	1	777	674
O75436	Q969V5	1	667	796
P49286	Q07817	1	145	989
Q01668	Q16623	1	448	914
P02751	Q13085	1	443	198
O14543	P19838	1	362	635
Q49AN0	Q99873	1	193	884
P40763	Q9NQA5	1	255	418
P23786	P53701	1	913	156
P04216	P06239	1	669	759
P01106	P25490	1	756	646
P07384	P12955	1	964	958
P11802	Q9H165	1	226	343
P11021	P35579	1	1029	903
P04406	P10599	1	438	928
P00533	P56945	1	435	732
P04637	Q8N163	1	523	67
P06213	P15090	1	168	158
Q05086	Q8WYA1	1	486	333
P04406	P56945	1	438	732
P03372	Q15672	1	12	562
P27540	P35869	1	461	554
O15357	Q9BX66	1	1012	128
P05067	Q96FI4	1	350	924
P05067	P42574	1	350	1033
O00206	Q03135	1	187	917
P04150	P04637	1	630	523
P01100	P35222	1	757	459
P05019	P18065	1	645	472
P28482	Q8NHW3	1	701	348
P51812	Q15121	1	825	786
P00441	P10599	1	479	928
P08254	P10909	1	108	986
P04083	P52732	1	580	508
P04278	P05090	1	32	207
P03372	Q13093	1	12	940
Q99683	Q99757	1	810	535
O00330	Q00325	1	224	830
Q96EB6	Q9H1Y0	1	86	96
P07996	P08246	1	381	864
P08237	P28482	1	704	701
O14654	P04626	1	216	223
P04150	P29460	1	630	696
P04278	P47712	1	32	368
O15244	P41161	1	404	715
P15172	Q969P5	1	966	215
O00329	P31751	1	967	771
P01106	P02751	1	756	443
P01308	P07858	1	321	50
P25054	Q07817	1	626	989
P42574	Q16236	1	1033	426
P01106	Q96JB1	1	756	770
O60543	Q8IW75	1	395	655
P10275	Q13228	1	79	530
P60709	P63104	1	243	399
P60709	Q13164	1	243	752
P11021	P25391	1	1029	501
P22455	Q92748	1	841	711
P06239	P08637	1	759	423
P00441	Q8TDQ7	1	479	605
P62633	Q14790	1	843	69
O95433	P10809	1	798	668
P68371	Q08752	1	375	417
P10635	P11712	1	740	852
P10809	Q8WVM0	1	668	1007
P08235	Q08752	1	703	417
P02647	P17931	1	985	123
O75444	P01100	1	853	757
P56945	P63104	1	732	399
P42338	P46108	1	885	879
P04406	P11166	1	438	734
P08237	P52732	1	704	508
P09936	P19438	1	613	354
P48357	Q06124	1	366	660
P14174	P52895	1	492	357
P02545	P09601	1	58	551
P05107	P63104	1	230	399
P01106	P54198	1	756	81
P04637	Q9UM63	1	523	834
P22352	P22352	1	870	870
P06213	P27986	1	168	122
P07550	Q9NZH0	1	846	150
P09382	Q16082	1	904	638
P49327	Q13133	1	606	758
P42345	Q15118	1	920	724
Q03135	Q9H244	1	917	54
O95433	P11021	1	798	1029
P09211	P21980	1	561	278
P27986	P38398	1	122	697
P02751	P14174	1	443	492
P43220	Q9Y6C9	1	616	173
P07585	P21333	1	690	632
P10809	Q96EB6	1	668	86
P11021	Q6EEV6	1	1029	597
P00533	P68371	1	435	375
P02760	P07858	1	74	50
P38398	Q16821	1	697	406
O00233	Q9NP66	1	484	815
P05067	P10909	1	350	986
P05067	Q15109	1	350	437
P02751	Q01813	1	443	380
P60484	Q9BXM7	1	153	286
P04150	Q9UBK2	1	630	520
P35968	Q06124	1	77	660
P19320	P62937	1	85	991
P02652	P13569	1	256	166
P13569	Q14517	1	166	205
P10275	P31749	1	79	0
P10082	P27487	1	951	919
P00533	Q15109	1	435	437
P10415	Q93084	1	799	899
P00533	Q9P104	1	435	892
P00533	Q8NER1	1	435	61
Q99608	Q9UBM7	1	70	637
P09471	P51681	1	41	658
P41159	P54646	1	555	222
P35568	Q9Y4H2	1	886	167
P09936	Q9H1Y0	1	613	96
O15553	P17931	1	400	123
P09681	P48546	1	847	509
P10644	Q8WTS6	1	327	189
P04114	P55157	1	744	491
P31749	Q99683	1	0	810
P04406	Q8N6T7	1	438	186
P05164	Q6P1J6	1	794	13
O60733	P36956	1	591	433
P04083	P56945	1	580	732
Q99873	Q9NYA1	1	884	328
P00533	Q03135	1	435	917
P00533	Q14145	1	435	65
P13807	Q8IXJ6	1	908	259
P21333	Q49AN0	1	632	193
P11802	P24385	1	226	280
P29353	Q14289	1	939	883
P13501	P18031	1	871	19
P02545	P37268	1	58	949
O14543	P06213	1	362	168
P28482	P36956	1	701	433
P04406	Q00325	1	438	830
P04406	P05109	1	438	220
P14174	P19320	1	492	85
P08833	P35625	1	817	755
P06702	P62995	1	803	299
P41235	Q14994	1	642	339
P01042	P30411	1	566	473
P11498	Q07954	1	402	211
P42229	Q969D9	1	614	1010
P41279	Q04206	1	524	218
P06702	P25054	1	803	626
P19838	Q96AZ6	1	635	722
P35414	Q8WUD6	1	188	1027
P00441	P11586	1	479	252
P06213	Q15165	1	168	787
P05067	P19367	1	350	988
P19320	Q9Y2Q3	1	85	225
Q13131	Q8IZT6	1	497	233
P07108	P10275	1	154	79
P08069	P29353	1	284	939
O60266	P17931	1	347	123
P04271	P04637	1	549	523
P03372	P19838	1	12	635
P35968	Q9H3M7	1	77	129
P01034	P07858	1	736	50
P02751	P08195	1	443	777
P01241	P11586	1	164	252
P01019	P11021	1	134	1029
Q04206	Q99873	1	218	884
