Index	Uniprot_ID	Protein_names	Length	Organism_ID	Gene_name	Subcellular_location	GO(CC)	Tissue_specificity	GeneID	PDB	Degree	mean_score_top_10_pred
81	P54198	Protein HIRA (TUP1-like enhancer of split protein 1)	1017	9606	HIRA	Nucleus. Nucleus, PML body. Note=Primarily, though not exclusively, localized to the nucleus. Localizes to PML bodies immediately prior to onset of senescence.	chromosome, centromeric region [GO:0000775]; extracellular exosome [GO:0070062]; HIR complex [GO:0000417]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; protein-containing complex [GO:0032991]	Expressed at high levels in kidney, pancreas and skeletal muscle and at lower levels in brain, heart, liver, lung, and placenta. {ECO:0000269|PubMed:9063745}.	7290;	2I32;5YJE;	5	0.8074303925037384
82	P15121	Aldo-keto reductase family 1 member B1 (EC 1.1.1.300) (EC 1.1.1.372) (EC 1.1.1.54) (Aldehyde reductase) (Aldose reductase) (AR) (EC 1.1.1.21)	316	9606	AKR1B1	Cytoplasm.	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; mast cell granule [GO:0042629]; nucleoplasm [GO:0005654]; paranodal junction [GO:0033010]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane bounded cell projection cytoplasm [GO:0032838]; Schmidt-Lanterman incisure [GO:0043220]; Schwann cell microvillus [GO:0097454]	Highly expressed in embryonic epithelial cells (EUE) in response to osmotic stress. {ECO:0000269|PubMed:8435445}.	231;	1ABN;1ADS;1AZ1;1AZ2;1EF3;1EL3;1IEI;1MAR;1PWL;1PWM;1T40;1T41;1US0;1X96;1X97;1X98;1XGD;1Z3N;1Z89;1Z8A;2ACQ;2ACR;2ACS;2ACU;2AGT;2DUX;2DUZ;2DV0;2F2K;2FZ8;2FZ9;2FZB;2FZD;2HV5;2HVN;2HVO;2I16;2I17;2IKG;2IKH;2IKI;2IKJ;2INE;2INZ;2IPW;2IQ0;2IQD;2IS7;2ISF;2J8T;2NVC;2NVD;2PD5;2PD9;2PDB;2PDC;2PDF;2PDG;2PDH;2PDI;2PDJ;2PDK;2PDL;2PDM;2PDN;2PDP;2PDQ;2PDU;2PDW;2PDX;2PDY;2PEV;2PF8;2PFH;2PZN;2QXW;2R24;3BCJ;3DN5;3G5E;3GHR;3GHS;3GHT;3GHU;3LBO;3LD5;3LEN;3LEP;3LQG;3LQL;3LZ3;3LZ5;3M0I;3M4H;3M64;3MB9;3MC5;3ONB;3ONC;3P2V;3Q65;3Q67;3RX2;3RX3;3RX4;3S3G;3T42;3U2C;3V35;3V36;4GCA;4GQ0;4IGS;4JIR;4LAU;4LAZ;4LB3;4LB4;4LBR;4LBS;4NKC;4PR4;4PRR;4PRT;4PUU;4PUW;4Q7B;4QBX;4QR6;4QX4;4QXI;4RPQ;4XZH;4XZI;4YS1;4YU1;5HA7;5OU0;5OUJ;5OUK;6F7R;6F81;6F82;6F84;6F8O;	7	0.7743863940238953
83	Q9HCN6	Platelet glycoprotein VI (GPVI) (Glycoprotein 6)	339	9606	GP6	[Isoform 1]: Cell membrane; Single-pass membrane protein.; [Isoform 2]: Cell membrane; Single-pass membrane protein.	cell surface [GO:0009986]; extracellular exosome [GO:0070062]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; tetraspanin-enriched microdomain [GO:0097197]	Megakaryocytes and platelets. {ECO:0000269|PubMed:10961879}.	51206;	2GI7;5OU7;5OU8;5OU9;	2	0.7352532207965851
84	P18887	DNA repair protein XRCC1 (X-ray repair cross-complementing protein 1)	633	9606	XRCC1	Nucleus {ECO:0000269|PubMed:17353262, ECO:0000269|PubMed:28002403}. Note=Moves from the nucleoli to the global nuclear chromatin upon DNA damage. {ECO:0000269|PubMed:28002403}.	ERCC4-ERCC1 complex [GO:0070522]; nuclear chromatin [GO:0000790]; nuclear chromosome, telomeric region [GO:0000784]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	Expressed in fibroblasts, retinal pigmented epithelial cells and lymphoblastoid cells (at protein level). {ECO:0000269|PubMed:28002403}.	7515;	1CDZ;1XNA;1XNT;2D8M;2W3O;3K75;3K77;3LQC;5E6Q;5W7X;5W7Y;	9	0.8388255655765533
85	P19320	Vascular cell adhesion protein 1 (V-CAM 1) (VCAM-1) (INCAM-100) (CD antigen CD106)	739	9606	VCAM1	Membrane; Single-pass type I membrane protein.	alpha9-beta1 integrin-vascular cell adhesion molecule-1 complex [GO:0071065]; apical part of cell [GO:0045177]; cell surface [GO:0009986]; early endosome [GO:0005769]; endoplasmic reticulum [GO:0005783]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; filopodium [GO:0030175]; Golgi apparatus [GO:0005794]; integral component of plasma membrane [GO:0005887]; microvillus [GO:0005902]; plasma membrane [GO:0005886]; podosome [GO:0002102]	Expressed on inflamed vascular endothelium, as well as on macrophage-like and dendritic cell types in both normal and inflamed tissue.	7412;	1IJ9;1VCA;1VSC;	64	0.95941863656044
86	Q96EB6	NAD-dependent protein deacetylase sirtuin-1 (hSIRT1) (EC 2.3.1.286) (NAD-dependent protein deacylase sirtuin-1) (EC 2.3.1.-) (Regulatory protein SIR2 homolog 1) (SIR2-like protein 1) (hSIR2) [Cleaved into: SirtT1 75 kDa fragment (75SirT1)]	747	9606	SIRT1	Nucleus, PML body {ECO:0000269|PubMed:12006491}. Cytoplasm {ECO:0000269|PubMed:20027304}. Nucleus {ECO:0000269|PubMed:11672523, ECO:0000269|PubMed:15469825, ECO:0000269|PubMed:16079181, ECO:0000269|PubMed:19934257, ECO:0000269|PubMed:20027304, ECO:0000269|PubMed:20167603, ECO:0000269|PubMed:20955178}. Note=Recruited to the nuclear bodies via its interaction with PML (PubMed:12006491). Colocalized with APEX1 in the nucleus (PubMed:19934257). May be found in nucleolus, nuclear euchromatin, heterochromatin and inner membrane (PubMed:15469825). Shuttles between nucleus and cytoplasm (By similarity). Colocalizes in the nucleus with XBP1 isoform 2 (PubMed:20955178). {ECO:0000250|UniProtKB:Q923E4, ECO:0000269|PubMed:12006491, ECO:0000269|PubMed:15469825, ECO:0000269|PubMed:19934257, ECO:0000269|PubMed:20955178}.; [SirtT1 75 kDa fragment]: Cytoplasm {ECO:0000269|PubMed:21987377}. Mitochondrion {ECO:0000269|PubMed:21987377}.	cell [GO:0005623]; chromatin silencing complex [GO:0005677]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nuclear chromatin [GO:0000790]; nuclear envelope [GO:0005635]; nuclear euchromatin [GO:0005719]; nuclear heterochromatin [GO:0005720]; nuclear inner membrane [GO:0005637]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; rDNA heterochromatin [GO:0033553]	Widely expressed. {ECO:0000269|PubMed:10381378}.	23411;	4I5I;4IF6;4IG9;4KXQ;4ZZH;4ZZI;4ZZJ;5BTR;	63	0.9542319357395173
87	P02649	Apolipoprotein E (Apo-E)	317	9606	APOE	Secreted {ECO:0000269|PubMed:2498325}. Secreted, extracellular space {ECO:0000269|PubMed:8340399}. Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:9488694}. Note=In the plasma, APOE is associated with chylomicrons, chylomicrons remnants, VLDL, LDL and HDL lipoproteins (PubMed:1911868, PubMed:8340399). Lipid poor oligomeric APOE is associated with the extracellular matrix in a calcium- and heparan-sulfate proteoglycans-dependent manner (PubMed:9488694). Lipidation induces the release from the extracellular matrix (PubMed:9488694). {ECO:0000269|PubMed:1911868, ECO:0000269|PubMed:8340399, ECO:0000269|PubMed:9488694}.	blood microparticle [GO:0072562]; cell [GO:0005623]; chylomicron [GO:0042627]; clathrin-coated endocytic vesicle membrane [GO:0030669]; collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; discoidal high-density lipoprotein particle [GO:0034365]; early endosome [GO:0005769]; endocytic vesicle lumen [GO:0071682]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; extracellular vesicle [GO:1903561]; glutamatergic synapse [GO:0098978]; Golgi apparatus [GO:0005794]; high-density lipoprotein particle [GO:0034364]; intermediate-density lipoprotein particle [GO:0034363]; lipoprotein particle [GO:1990777]; low-density lipoprotein particle [GO:0034362]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; synaptic cleft [GO:0043083]; very-low-density lipoprotein particle [GO:0034361]	Produced by several tissues and cell types and mainly found associated with lipid particles in the plasma, the interstitial fluid and lymph (PubMed:25173806). Mainly synthesized by liver hepatocytes (PubMed:25173806). Significant quantities are also produced in brain, mainly by astrocytes and glial cells in the cerebral cortex, but also by neurons in frontal cortex and hippocampus (PubMed:3115992, PubMed:10027417). It is also expressed by cells of the peripheral nervous system (PubMed:10027417, PubMed:25173806). Also expressed by adrenal gland, testis, ovary, skin, kidney, spleen and adipose tissue and macrophages in various tissues (PubMed:25173806). {ECO:0000269|PubMed:10027417, ECO:0000269|PubMed:3115992, ECO:0000303|PubMed:25173806}.	348;	1B68;1BZ4;1EA8;1GS9;1H7I;1LE2;1LE4;1LPE;1NFN;1NFO;1OEF;1OEG;1OR2;1OR3;2KC3;2KNY;2L7B;6IWB;6NCN;6NCO;	19	0.8831582307815552
88	P29965	CD40 ligand (CD40-L) (T-cell antigen Gp39) (TNF-related activation protein) (TRAP) (Tumor necrosis factor ligand superfamily member 5) (CD antigen CD154) [Cleaved into: CD40 ligand, membrane form; CD40 ligand, soluble form (sCD40L)]	261	9606	CD40LG	Cell membrane {ECO:0000269|PubMed:8626375}; Single-pass type II membrane protein {ECO:0000303|PubMed:8626375}. Cell surface {ECO:0000269|PubMed:15067037, ECO:0000269|PubMed:7678552}.; [CD40 ligand, soluble form]: Secreted {ECO:0000269|PubMed:8626375}. Note=Release of soluble CD40L from platelets is partially regulated by GP IIb/IIIa, actin polymerization, and a matrix metalloproteinases (MMP) inhibitor-sensitive pathway. {ECO:0000269|PubMed:15193700}.	cell surface [GO:0009986]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]	Specifically expressed on activated CD4+ T-lymphocytes.	959;	1ALY;1I9R;3LKJ;3QD6;6BRB;	4	0.732374620437622
89	Q15008	26S proteasome non-ATPase regulatory subunit 6 (26S proteasome regulatory subunit RPN7) (26S proteasome regulatory subunit S10) (Breast cancer-associated protein SGA-113M) (Phosphonoformate immuno-associated protein 4) (Proteasome regulatory particle subunit p44S10) (p42A)	389	9606	PSMD6		cytosol [GO:0005829]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; nucleoplasm [GO:0005654]; proteasome accessory complex [GO:0022624]; proteasome complex [GO:0000502]; proteasome regulatory particle [GO:0005838]; secretory granule lumen [GO:0034774]		9861;	5GJQ;5GJR;5L4K;5LN3;5M32;5T0C;5T0G;5T0H;5T0I;5T0J;5VFP;5VFQ;5VFR;5VFS;5VFT;5VFU;5VGZ;5VHF;5VHH;5VHI;5VHS;6MSB;6MSD;6MSG;6MSH;6MSJ;6MSK;	11	0.892498230934143
90	O00767	Acyl-CoA desaturase (EC 1.14.19.1) (Delta(9)-desaturase) (Delta-9 desaturase) (Fatty acid desaturase) (Stearoyl-CoA desaturase) (hSCD1)	359	9606	SCD	Endoplasmic reticulum membrane {ECO:0000269|PubMed:15907797}; Multi-pass membrane protein {ECO:0000269|PubMed:18765284, ECO:0000305}.	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of endoplasmic reticulum membrane [GO:0030176]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; nucleolus [GO:0005730]	Detected in fetal liver, lung and brain. Highly expressed in adult adipose tissue, and at lower levels in adult brain and lung. {ECO:0000269|PubMed:15907797}.	6319;	4ZYO;	4	0.642177802324295
91	P61457	Pterin-4-alpha-carbinolamine dehydratase (PHS) (EC 4.2.1.96) (4-alpha-hydroxy-tetrahydropterin dehydratase) (Dimerization cofactor of hepatocyte nuclear factor 1-alpha) (DCoH) (Dimerization cofactor of HNF1) (Phenylalanine hydroxylase-stimulating protein) (Pterin carbinolamine dehydratase) (PCD)	104	9606	PCBD1	Cytoplasm. Nucleus. Note=Cytoplasmic and/or nuclear.	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]		5092;	NA;	9	0.8690889060497284
92	O00763	Acetyl-CoA carboxylase 2 (EC 6.4.1.2) (ACC-beta)	2458	9606	ACACB	Mitochondrion {ECO:0000269|PubMed:10677481}.	cytosol [GO:0005829]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; nucleus [GO:0005634]	Widely expressed with highest levels in heart, skeletal muscle, liver, adipose tissue, mammary gland, adrenal gland and colon (PubMed:9099716). Isoform 3 is expressed in skeletal muscle, adipose tissue and liver (at protein level) (PubMed:19190759). Isoform 3 is detected at high levels in adipose tissue with lower levels in heart, liver, skeletal muscle and testis (PubMed:19190759). {ECO:0000269|PubMed:19190759, ECO:0000269|PubMed:9099716}.	32;	2DN8;2HJW;2KCC;3FF6;3GID;3GLK;3JRW;3JRX;3TDC;4HQ6;5KKN;	5	0.8166082322597503
93	O60477	BMP/retinoic acid-inducible neural-specific protein 1 (Deleted in bladder cancer protein 1)	761	9606	BRINP1	Cytoplasm {ECO:0000269|PubMed:11420708}.	cytoplasm [GO:0005737]; dendrite [GO:0030425]; endoplasmic reticulum [GO:0005783]; neuronal cell body [GO:0043025]	Highly expressed in brain. Weakly expressed in heart, lung, skeletal muscle, kidney, thymus, prostate, testis and small intestine. {ECO:0000269|PubMed:9545632}.	1620;	NA;	3	0.7558853507041932
94	P35070	Probetacellulin [Cleaved into: Betacellulin (BTC)]	178	9606	BTC	[Betacellulin]: Secreted, extracellular space.; [Probetacellulin]: Cell membrane; Single-pass type I membrane protein.	clathrin-coated vesicle membrane [GO:0030665]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	Synthesized in several tissues and tumor cells. Predominantly expressed in pancreas and small intestine. {ECO:0000269|PubMed:8919026}.	685;	1IOX;1IP0;	3	0.7807776629924774
95	P19835	Bile salt-activated lipase (BAL) (EC 3.1.1.13) (EC 3.1.1.3) (EC 3.1.1.6) (Bile salt-stimulated lipase) (BSSL) (Bucelipase) (Carboxyl ester lipase) (Cholesterol esterase) (Pancreatic lysophospholipase) (Sterol esterase)	753	9606	CEL	Secreted {ECO:0000269|PubMed:21784842}.	cell surface [GO:0009986]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; integral component of plasma membrane [GO:0005887]; presynapse [GO:0098793]; synapse [GO:0045202]	Mammary gland and pancreas. Detected in pancreatic and duodenal juice (at protein level) (PubMed:21784842). Expressed by eosinophils. {ECO:0000269|PubMed:11834744, ECO:0000269|PubMed:21784842}.		1F6W;1JMY;6H0T;6H0V;6H18;6H19;6H1A;	1	0.634461784362793
96	Q9H1Y0	Autophagy protein 5 (APG5-like) (Apoptosis-specific protein)	275	9606	ATG5	Cytoplasm {ECO:0000269|PubMed:17709747}. Preautophagosomal structure membrane; Peripheral membrane protein. Note=Colocalizes with nonmuscle actin. The conjugate detaches from the membrane immediately before or after autophagosome formation is completed (By similarity). Localizes also to discrete punctae along the ciliary axoneme and to the base of the ciliary axoneme. {ECO:0000250}.	Atg12-Atg5-Atg16 complex [GO:0034274]; autophagosome [GO:0005776]; axoneme [GO:0005930]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; mitochondria-associated endoplasmic reticulum membrane [GO:0044233]; phagocytic vesicle membrane [GO:0030670]; phagophore assembly site membrane [GO:0034045]	Ubiquitous. The mRNA is present at similar levels in viable and apoptotic cells, whereas the protein is dramatically highly expressed in apoptotic cells.	9474;	4GDK;4GDL;4NAW;4TQ0;4TQ1;5D7G;5NPV;5NPW;	13	0.892249196767807
97	P12272	Parathyroid hormone-related protein (PTH-rP) (PTHrP) (Parathyroid hormone-like protein) (PLP) [Cleaved into: PTHrP[1-36]; PTHrP[38-94]; Osteostatin (PTHrP[107-139])]	177	9606	PTHLH	Cytoplasm. Nucleus. Secreted.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; nucleoplasm [GO:0005654]	Ubiquitous. Also expressed in the mammary gland.	5744;	1BZG;1ET3;1M5N;3FFD;3H3G;	1	0.6827719688415528
98	P81133	Single-minded homolog 1 (Class E basic helix-loop-helix protein 14) (bHLHe14)	766	9606	SIM1	Nucleus {ECO:0000255|PROSITE-ProRule:PRU00632, ECO:0000255|PROSITE-ProRule:PRU00981}.	nuclear chromatin [GO:0000790]; nucleus [GO:0005634]		6492;	NA;	1	0.7333079397678375
99	Q03014	Hematopoietically-expressed homeobox protein HHEX (Homeobox protein HEX) (Homeobox protein PRH)	270	9606	HHEX	Nucleus {ECO:0000250|UniProtKB:P43120}.	cytoplasm [GO:0005737]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]; protein-DNA complex [GO:0032993]	Liver and promyelocytic leukemia cell line HL-60. {ECO:0000269|PubMed:1360645, ECO:0000269|PubMed:8096636, ECO:0000269|PubMed:8103988}.	3087;	2E1O;	2	0.7309367597103119
100	Q13905	Rap guanine nucleotide exchange factor 1 (CRK SH3-binding GNRP) (Guanine nucleotide-releasing factor 2) (Protein C3G)	1077	9606	RAPGEF1	Early endosome {ECO:0000269|PubMed:17724123}.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome [GO:0005769]; intracellular membrane-bounded organelle [GO:0043231]; perinuclear region of cytoplasm [GO:0048471]; phagocytic vesicle membrane [GO:0030670]; protein-containing complex [GO:0032991]	Ubiquitously expressed in adult and fetus. Expression is high in adult skeletal muscle and placenta and in fetal brain and heart. Low levels of expression in adult and fetal liver.	2889;	5L23;	7	0.8563583374023438
101	Q9BWQ8	Protein lifeguard 2 (Fas apoptotic inhibitory molecule 2) (Neural membrane protein 35) (Transmembrane BAX inhibitor motif-containing protein 2)	316	9606	FAIM2	Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Membrane raft {ECO:0000269|PubMed:17635665}. Cell junction, synapse, postsynaptic cell membrane {ECO:0000250}.	cell junction [GO:0030054]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; membrane raft [GO:0045121]; postsynaptic membrane [GO:0045211]	Highly expressed in breast carcinoma tissues. Enhanced expression correlates with the grade of the tumor (grade II/grade III) in primary breast tumors (at protein level). Widely expressed. Expressed at high levels in the brain especially in the hippocampus. {ECO:0000269|PubMed:10535980, ECO:0000269|PubMed:20336406}.	23017;	NA;	2	0.6488473653793335
102	P29120	Neuroendocrine convertase 1 (NEC 1) (EC 3.4.21.93) (Prohormone convertase 1) (Proprotein convertase 1) (PC1)	753	9606	PCSK1	Cytoplasmic vesicle, secretory vesicle. Note=Localized in the secretion granules.	extracellular space [GO:0005615]; membrane [GO:0016020]; neuron projection [GO:0043005]; secretory granule lumen [GO:0034774]; transport vesicle [GO:0030133]		5122;	NA;	2	0.661848658323288
103	Q9Y210	Short transient receptor potential channel 6 (TrpC6) (Transient receptor protein 6) (TRP-6)	931	9606	TRPC6	Cell membrane {ECO:0000269|PubMed:23291369, ECO:0000269|PubMed:26892346}; Multi-pass membrane protein {ECO:0000305}.	cation channel complex [GO:0034703]; cell [GO:0005623]; cytoplasm [GO:0005737]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; plasma membrane [GO:0005886]; slit diaphragm [GO:0036057]	Expressed primarily in placenta, lung, spleen, ovary and small intestine. Expressed in podocytes and is a component of the glomerular slit diaphragm. {ECO:0000269|PubMed:15924139}.	7225;	5YX9;6UZ8;6UZA;	2	0.6991486191749573
104	P05231	Interleukin-6 (IL-6) (B-cell stimulatory factor 2) (BSF-2) (CTL differentiation factor) (CDF) (Hybridoma growth factor) (Interferon beta-2) (IFN-beta-2)	212	9606	IL6	Secreted.	cell [GO:0005623]; endoplasmic reticulum lumen [GO:0005788]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; interleukin-6 receptor complex [GO:0005896]		3569;	1ALU;1IL6;1N2Q;1P9M;2IL6;4CNI;4J4L;4NI7;4NI9;4O9H;4ZS7;5FUC;	5	0.7116880059242249
105	P14735	Insulin-degrading enzyme (EC 3.4.24.56) (Abeta-degrading protease) (Insulin protease) (Insulinase) (Insulysin)	1019	9606	IDE	Cytoplasm, cytosol {ECO:0000269|PubMed:20364150, ECO:0000269|PubMed:9830016}. Cell membrane {ECO:0000250|UniProtKB:P35559}. Secreted {ECO:0000269|PubMed:9830016}. Note=Present at the cell surface of neuron cells. The membrane-associated isoform is approximately 5 kDa larger than the known cytosolic isoform.	basolateral plasma membrane [GO:0016323]; cell [GO:0005623]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic proteasome complex [GO:0031597]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]	Detected in brain and in cerebrospinal fluid (at protein level). {ECO:0000269|PubMed:9830016}.	3416;	2G47;2G48;2G49;2G54;2G56;2JBU;2JG4;2WBY;2WC0;2WK3;2YPU;3CWW;3E4A;3E4Z;3E50;3H44;3HGZ;3N56;3N57;3OFI;3QZ2;4DTT;4DWK;4GS8;4GSC;4GSF;4IFH;4IOF;4LTE;4M1C;4NXO;4PES;4PF7;4PF9;4PFC;4QIA;4RAL;4RE9;5CJO;5UOE;5WOB;6B3Q;6B70;6B7Y;6B7Z;6BF6;6BF7;6BF8;6BF9;6BFC;6BYZ;6EDS;6MQ3;	12	0.7861461579799652
